Driven_Wheels,Engine Fuel Type,Engine HP,Market Category,Number of Doors,Popularity,_id,city mpg,highway MPG,isDeleted,make,model,price,release_date,size,style,transmission_type,updatedAt
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978711,15,21,false,Ford,F-150,39485,2015,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978712,18,25,false,Ford,F-150,31320,2015,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978713,17,23,false,Ford,F-150,33515,2015,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978714,15,21,false,Ford,F-150,52545,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978715,15,21,false,Ford,F-150,35360,2015,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978716,19,26,false,Ford,F-150,37665,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978717,19,26,false,Ford,F-150,39610,2015,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978718,17,23,false,Ford,F-150,36055,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978719,18,25,false,Ford,F-150,26030,2015,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97871a,15,22,false,Ford,F-150,51585,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97871b,15,21,false,Ford,F-150,49120,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97871c,18,25,false,Ford,F-150,31625,2015,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97871d,15,21,false,Ford,F-150,46140,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97871e,19,26,false,Ford,F-150,33655,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97871f,15,22,false,Ford,F-150,49420,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978720,17,23,false,Ford,F-150,37630,2015,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978721,19,26,false,Ford,F-150,41970,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978722,17,23,false,Ford,F-150,34745,2015,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978723,15,22,false,Ford,F-150,51885,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978724,17,23,false,Ford,F-150,30675,2015,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978725,19,26,false,Ford,F-150,41670,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978726,15,21,false,Ford,F-150,52845,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978727,15,21,false,Ford,F-150,41840,2015,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978728,18,25,false,Ford,F-150,26330,2015,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978729,18,25,false,Ford,F-150,30090,2015,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97872a,19,26,false,Ford,F-150,31200,2015,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab97872b,18,25,false,Ford,F-150,32545,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97872c,15,21,false,Ford,F-150,55010,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97872d,18,23,false,Ford,F-150,42735,2015,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97872e,17,23,false,Ford,F-150,35045,2015,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97872f,15,21,false,Ford,F-150,37815,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978730,17,23,false,Ford,F-150,40050,2015,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978731,17,23,false,Ford,F-150,31185,2016,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978732,15,21,false,Ford,F-150,53775,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978733,18,25,false,Ford,F-150,37140,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978734,18,25,false,Ford,F-150,26540,2016,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978735,18,25,false,Ford,F-150,30600,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978736,15,22,false,Ford,F-150,52815,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978737,15,21,false,Ford,F-150,53475,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978738,15,21,false,Ford,F-150,56235,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978739,15,21,false,Ford,F-150,40070,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97873a,15,21,false,Ford,F-150,50050,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97873b,18,25,false,Ford,F-150,31905,2016,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97873c,17,23,false,Ford,F-150,35330,2016,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97873d,18,25,false,Ford,F-150,26840,2016,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97873e,19,26,false,Ford,F-150,34165,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,365,N/A,4,5657,63da94581e713e44ab97873f,18,25,false,Ford,F-150,58885,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978740,19,26,false,Ford,F-150,35895,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978741,15,21,false,Ford,F-150,35870,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,365,N/A,4,5657,63da94581e713e44ab978742,17,23,false,Ford,F-150,62310,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978743,18,25,false,Ford,F-150,34790,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978744,18,23,false,Ford,F-150,43490,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978745,18,25,false,Ford,F-150,32210,2016,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978746,17,23,false,Ford,F-150,36565,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978747,17,23,false,Ford,F-150,31485,2016,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978748,19,26,false,Ford,F-150,40365,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978749,18,25,false,Ford,F-150,33055,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab97874a,17,23,false,Ford,F-150,38215,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97874b,19,26,false,Ford,F-150,40065,2016,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97874c,19,26,false,Ford,F-150,42725,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97874d,19,26,false,Ford,F-150,31710,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97874e,18,23,false,Ford,F-150,45845,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97874f,15,21,false,Ford,F-150,38325,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978750,15,22,false,Ford,F-150,50350,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978751,15,21,false,Ford,F-150,42425,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978752,15,21,false,Ford,F-150,55940,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978753,19,26,false,Ford,F-150,42425,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978754,17,23,false,Ford,F-150,34025,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978755,17,23,false,Ford,F-150,40635,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978756,19,26,false,Ford,F-150,38250,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978757,17,23,false,Ford,F-150,35630,2016,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978758,15,22,false,Ford,F-150,52515,2016,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978759,15,21,false,Ford,F-150,44540,2016,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97875a,15,21,false,Ford,F-150,46895,2016,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97875b,19,26,false,Ford,F-150,31710,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,450,N/A,4,5657,63da94581e713e44ab97875c,15,18,false,Ford,F-150,51310,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97875d,15,21,false,Ford,F-150,56260,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97875e,15,21,false,Ford,F-150,40070,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,365,Performance,4,5657,63da94581e713e44ab97875f,18,25,false,Ford,F-150,59600,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,450,N/A,4,5657,63da94581e713e44ab978760,15,18,false,Ford,F-150,48325,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978761,19,26,false,Ford,F-150,40365,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978762,15,21,false,Ford,F-150,46895,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978763,18,25,false,Ford,F-150,26540,2017,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978764,17,23,false,Ford,F-150,36565,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978765,18,25,false,Ford,F-150,31905,2017,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978766,15,21,false,Ford,F-150,44540,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978767,18,23,false,Ford,F-150,45845,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978768,15,21,false,Ford,F-150,38325,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978769,17,23,false,Ford,F-150,31185,2017,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97876a,19,26,false,Ford,F-150,40065,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97876b,15,21,false,Ford,F-150,53704,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97876c,15,21,false,Ford,F-150,54004,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab97876d,18,25,false,Ford,F-150,35055,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97876e,15,22,false,Ford,F-150,52835,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97876f,15,21,false,Ford,F-150,42425,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978770,15,21,false,Ford,F-150,56555,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978771,17,23,false,Ford,F-150,35630,2017,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978772,19,26,false,Ford,F-150,34165,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978773,17,23,false,Ford,F-150,31485,2017,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978774,19,26,false,Ford,F-150,35895,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978775,15,22,false,Ford,F-150,50280,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978776,17,23,false,Ford,F-150,38215,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978777,15,21,false,Ford,F-150,35870,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978778,19,26,false,Ford,F-150,42425,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab978779,18,25,false,Ford,F-150,26840,2017,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97877a,17,23,false,Ford,F-150,35330,2017,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97877b,18,23,false,Ford,F-150,43490,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,2,5657,63da94581e713e44ab97877c,18,25,false,Ford,F-150,32210,2017,Large,Regular Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab97877d,19,26,false,Ford,F-150,42725,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab97877e,15,22,false,Ford,F-150,50580,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab97877f,18,25,false,Ford,F-150,37140,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978780,18,25,false,Ford,F-150,34790,2017,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978781,18,25,false,Ford,F-150,30600,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978782,17,23,false,Ford,F-150,34025,2017,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,365,Performance,4,5657,63da94581e713e44ab978783,17,23,false,Ford,F-150,63025,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,325,Flex Fuel,4,5657,63da94581e713e44ab978784,19,26,false,Ford,F-150,38250,2017,Large,Crew Cab Pickup,AUTOMATIC,
four wheel drive,flex-fuel (unleaded/E85),282,Flex Fuel,4,5657,63da94581e713e44ab978785,17,23,false,Ford,F-150,40635,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,flex-fuel (unleaded/E85),385,Flex Fuel,4,5657,63da94581e713e44ab978786,15,22,false,Ford,F-150,53135,2017,Large,Crew Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978787,12,17,false,Ford,F-250,3104,1997,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978788,12,17,false,Ford,F-250,2862,1997,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978789,12,17,false,Ford,F-250,3433,1997,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97878a,12,17,false,Ford,F-250,3215,1997,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97878b,12,17,false,Ford,F-250,3059,1997,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97878c,12,17,false,Ford,F-250,3214,1997,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97878d,12,17,false,Ford,F-250,3241,1997,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97878e,12,17,false,Ford,F-250,2956,1997,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97878f,12,17,false,Ford,F-250,3394,1997,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978790,12,17,false,Ford,F-250,2836,1997,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978791,12,17,false,Ford,F-250,2529,1997,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978792,12,17,false,Ford,F-250,2577,1997,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978793,12,17,false,Ford,F-250,2787,1997,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978794,12,17,false,Ford,F-250,3008,1997,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978795,12,17,false,Ford,F-250,3156,1997,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978796,12,17,false,Ford,F-250,3431,1997,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab978797,13,17,false,Ford,F-250,3338,1998,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978798,13,18,false,Ford,F-250,3138,1998,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab978799,13,18,false,Ford,F-250,3096,1998,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97879a,13,18,false,Ford,F-250,3535,1998,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97879b,13,16,false,Ford,F-250,3733,1998,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97879c,13,16,false,Ford,F-250,3487,1998,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97879d,13,16,false,Ford,F-250,3269,1998,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab97879e,13,17,false,Ford,F-250,2843,1998,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab97879f,13,18,false,Ford,F-250,3395,1998,Large,Extended Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a0,13,16,false,Ford,F-250,3099,1998,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab9787a1,13,16,false,Ford,F-250,3471,1998,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a2,13,17,false,Ford,F-250,3199,1998,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a3,13,17,false,Ford,F-250,2817,1998,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a4,13,16,false,Ford,F-250,3223,1998,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab9787a5,13,16,false,Ford,F-250,3764,1998,Large,Extended Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,3,5657,63da94581e713e44ab9787a6,13,16,false,Ford,F-250,3822,1998,Large,Extended Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a7,13,17,false,Ford,F-250,3251,1999,Large,Regular Cab Pickup,MANUAL,
rear wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a8,12,17,false,Ford,F-250,3550,1999,Large,Regular Cab Pickup,AUTOMATIC,
four wheel drive,regular unleaded,220,N/A,2,5657,63da94581e713e44ab9787a9,12,16,false,Ford,F-250,3269,1999,Large,Regular Cab Pickup,MANUAL,
four wheel drive,regular unleaded,220,N/A,4,5657,63da94581e713e44ab9787aa,12,15,false,Ford,F-250,4078,1999,Large,Extended Cab Pickup,AUTOMATIC,
rear wheel drive,regular unleaded,220,N/A,4,5657,63da94581e713e44ab9787ab,13,17,false,Ford,F-250,3241,1999,Large,Extended Cab Pickup,MANUAL,
